Order_ID,Product,Plant,Shift,Order_Date,Planned_Quantity,Unit_Cost,Customer,Status,Completion_Date,Actual_Quantity,Total_Cost
O110099,Gadget X,Plant B,Evening,2023-07-26,962,37.66,Customer3,Completed,2023-08-02,1086,40898.759999999995
O110100,Gadget X,Plant C,Morning,2023-01-05,244,15.14,Customer1,Completed,2023-01-09,240,3633.6000000000004
O110101,Gadget Y,Plant A,Evening,2023-04-02,669,48.78,Customer2,In Progress,2023-04-08,592,28877.760000000002
O110102,Device Q,Plant B,Night,2023-11-07,812,44.38,Customer1,In Progress,2023-11-10,757,33595.66
O110103,Device P,Plant A,Night,2023-02-15,631,5.72,Customer3,Delayed,2023-02-16,641,3666.52
O110104,Device Q,Plant C,Night,2023-05-23,432,35.31,Customer2,Delayed,2023-05-29,380,13417.800000000001
O110105,Gadget X,Plant C,Morning,2023-09-07,665,20.17,Customer4,Completed,2023-09-16,668,13473.560000000001
O110106,Widget C,Plant C,Morning,2023-08-12,223,35.81,Customer5,Completed,2023-08-15,232,8307.92
O110107,Gadget Y,Plant C,Night,2023-06-16,157,12.95,Customer2,Completed,2023-06-23,156,2020.1999999999998
O110108,Widget A,Plant B,Morning,2023-11-14,871,17.29,Customer5,Delayed,2023-11-22,757,13088.529999999999
O110109,Widget B,Plant B,Evening,2023-07-16,702,7.08,Customer4,In Progress,2023-07-20,684,4842.72
O110110,Widget B,Plant A,Evening,2023-11-26,171,21.59,Customer1,In Progress,2023-11-27,185,3994.15
O110111,Widget B,Plant A,Evening,2023-06-08,547,32.15,Customer1,Delayed,2023-06-11,522,16782.3
O110112,Widget C,Plant B,Evening,2023-05-31,748,44.04,Customer3,In Progress,2023-06-09,772,33998.88
O110113,Widget A,Plant C,Night,2023-08-12,824,14.49,Customer1,In Progress,2023-08-15,777,11258.73
O110114,Gadget Y,Plant A,Night,2023-08-04,902,44.52,Customer2,Delayed,2023-08-05,873,38865.96
O110115,Gadget Y,Plant B,Evening,2023-10-26,480,41.14,Customer5,In Progress,2023-11-02,495,20364.3
O110116,Widget B,Plant A,Evening,2023-02-07,255,34.16,Customer2,Delayed,2023-02-10,234,7993.44
O110117,Widget A,Plant B,Night,2023-05-23,766,43.74,Customer5,Delayed,2023-05-26,884,38666.16
O110118,Widget A,Plant C,Morning,2023-01-11,810,19.67,Customer4,In Progress,2023-01-19,852,16758.84
O110119,Widget A,Plant B,Evening,2023-10-08,277,47.38,Customer5,Delayed,2023-10-12,259,12271.42
O110120,Gadget X,Plant A,Morning,2023-02-08,784,13.07,Customer3,Delayed,2023-02-11,719,9397.33
O110121,Gadget X,Plant B,Night,2023-02-25,581,31.03,Customer1,In Progress,2023-02-28,639,19828.170000000002
O110122,Widget B,Plant A,Evening,2023-12-23,369,26.02,Customer2,Delayed,2023-12-26,451,11735.02
O110123,Widget A,Plant A,Evening,2023-12-22,640,38.77,Customer2,Delayed,2023-12-28,613,23766.010000000002
O110124,Device P,Plant A,Morning,2023-04-22,209,20.69,Customer1,In Progress,2023-04-26,147,3041.4300000000003
O110125,Widget A,Plant C,Morning,2023-12-30,415,46.36,Customer4,In Progress,2024-01-01,407,18868.52
O110126,Gadget Y,Plant C,Morning,2023-05-28,256,9.33,Customer5,Completed,2023-05-31,282,2631.06
O110127,Gadget Y,Plant B,Morning,2023-11-04,156,32.6,Customer2,In Progress,2023-11-07,145,4727.0
O110128,Widget B,Plant B,Evening,2023-02-03,345,8.33,Customer3,In Progress,2023-02-10,362,3015.46
O110129,Device P,Plant A,Night,2023-10-28,988,48.73,Customer2,Delayed,2023-11-03,882,42979.86
O110130,Widget A,Plant C,Morning,2023-11-28,928,14.1,Customer1,Completed,2023-12-03,1034,14579.4
O110131,Device Q,Plant B,Morning,2023-04-10,312,39.78,Customer3,Delayed,2023-04-16,304,12093.12
O110132,Device P,Plant B,Night,2023-09-17,799,37.81,Customer4,Completed,2023-09-25,837,31646.97
O110133,Widget B,Plant C,Evening,2023-09-26,212,48.92,Customer2,Completed,2023-10-01,230,11251.6
O110134,Gadget Y,Plant A,Night,2023-02-28,421,47.03,Customer5,Completed,2023-03-06,447,21022.41
O110135,Device Q,Plant B,Night,2023-11-19,150,44.21,Customer3,Completed,2023-11-26,167,7383.07
O110136,Gadget Y,Plant A,Morning,2023-02-14,621,33.95,Customer2,In Progress,2023-02-17,627,21286.65
O110137,Gadget X,Plant C,Night,2023-10-30,955,28.47,Customer5,Delayed,2023-11-05,894,25452.18
O110138,Widget B,Plant C,Night,2023-07-25,702,14.11,Customer3,Completed,2023-07-28,698,9848.779999999999
O110139,Widget B,Plant B,Evening,2023-12-18,150,33.52,Customer5,Completed,2023-12-24,116,3888.32
O110140,Widget A,Plant B,Morning,2023-04-22,342,37.25,Customer3,Delayed,2023-04-27,383,14266.75
O110141,Widget A,Plant C,Morning,2023-08-29,451,47.44,Customer5,Completed,2023-08-31,465,22059.6
O110142,Gadget X,Plant A,Morning,2023-05-04,592,17.7,Customer5,Completed,2023-05-07,677,11982.9
O110143,Device Q,Plant A,Evening,2023-06-08,787,21.11,Customer2,Completed,2023-06-13,782,16508.02
O110144,Widget C,Plant C,Evening,2023-11-12,156,25.21,Customer3,Completed,2023-11-18,173,4361.33
O110145,Device P,Plant B,Evening,2023-01-01,535,36.12,Customer4,In Progress,2023-01-08,531,19179.719999999998
O110146,Widget C,Plant C,Evening,2023-06-23,335,42.89,Customer5,In Progress,2023-07-02,343,14711.27
O110147,Widget C,Plant B,Morning,2023-10-17,839,16.6,Customer2,Completed,2023-10-26,830,13778.000000000002
O110148,Widget B,Plant A,Morning,2023-08-06,412,29.31,Customer2,In Progress,2023-08-07,414,12134.34
O110149,Device P,Plant B,Night,2023-07-01,952,16.33,Customer3,In Progress,2023-07-08,894,14599.019999999999
O110150,Widget B,Plant A,Evening,2023-07-06,953,25.9,Customer2,Completed,2023-07-07,1168,30251.199999999997
O110151,Device P,Plant C,Night,2023-04-04,826,47.05,Customer1,In Progress,2023-04-12,865,40698.25
O110152,Gadget Y,Plant B,Evening,2023-02-10,985,44.71,Customer5,Delayed,2023-02-12,1209,54054.39
O110153,Widget B,Plant A,Night,2023-02-20,111,25.75,Customer3,Completed,2023-02-26,114,2935.5
O110154,Widget B,Plant B,Morning,2023-01-05,560,21.5,Customer1,Delayed,2023-01-07,553,11889.5
O110155,Widget B,Plant A,Morning,2023-12-10,901,29.52,Customer5,Completed,2023-12-15,922,27217.44
O110156,Device Q,Plant A,Evening,2023-06-15,572,38.0,Customer3,Completed,2023-06-17,601,22838.0
O110157,Gadget X,Plant C,Morning,2023-07-13,549,10.26,Customer3,In Progress,2023-07-16,639,6556.139999999999
O110158,Widget B,Plant C,Evening,2023-05-27,524,15.2,Customer4,Completed,2023-06-01,484,7356.799999999999
O110159,Widget A,Plant B,Night,2023-06-15,608,10.41,Customer2,Completed,2023-06-18,747,7776.27
O110160,Widget A,Plant A,Evening,2023-08-22,793,5.84,Customer3,Completed,2023-08-24,685,4000.4
O110161,Device P,Plant C,Night,2023-02-19,888,40.28,Customer2,Delayed,2023-02-24,743,29928.04
O110162,Gadget Y,Plant B,Night,2023-11-30,987,21.87,Customer1,Completed,2023-12-01,1068,23357.16
O110163,Gadget X,Plant C,Evening,2023-12-14,450,39.39,Customer2,In Progress,2023-12-19,439,17292.21
O110164,Device Q,Plant B,Morning,2023-06-11,501,27.33,Customer4,Completed,2023-06-19,477,13036.41
O110165,Device P,Plant C,Night,2023-03-02,561,35.85,Customer1,Delayed,2023-03-10,516,18498.600000000002
O110166,Widget A,Plant C,Morning,2023-12-11,964,27.41,Customer4,In Progress,2023-12-12,1035,28369.35
O110167,Gadget X,Plant A,Night,2023-09-04,401,26.92,Customer4,In Progress,2023-09-09,368,9906.560000000001
O110168,Gadget X,Plant A,Night,2023-09-04,874,44.9,Customer1,Completed,2023-09-08,874,39242.6
O110169,Gadget Y,Plant C,Night,2023-08-08,887,33.71,Customer4,In Progress,2023-08-14,863,29091.73
O110170,Gadget X,Plant A,Night,2023-12-24,999,9.96,Customer5,Completed,2023-12-30,878,8744.880000000001
O110171,Widget B,Plant C,Evening,2023-06-29,110,30.58,Customer2,Completed,2023-07-05,118,3608.4399999999996
O110172,Gadget X,Plant B,Night,2023-12-04,873,11.31,Customer1,Delayed,2023-12-09,656,7419.360000000001
O110173,Gadget Y,Plant C,Morning,2023-12-08,458,31.17,Customer4,In Progress,2023-12-16,450,14026.5
O110174,Device P,Plant C,Morning,2023-03-09,341,34.73,Customer1,In Progress,2023-03-15,408,14169.839999999998
O110175,Gadget Y,Plant B,Evening,2023-06-10,746,13.71,Customer4,In Progress,2023-06-11,725,9939.75
O110176,Device Q,Plant B,Night,2023-04-10,144,12.22,Customer2,Delayed,2023-04-19,161,1967.42
O110177,Gadget Y,Plant A,Evening,2023-11-11,129,13.25,Customer3,Delayed,2023-11-19,107,1417.75
O110178,Widget A,Plant B,Morning,2023-09-26,461,42.05,Customer2,In Progress,2023-10-03,459,19300.949999999997
O110179,Widget B,Plant A,Night,2023-03-20,639,12.12,Customer4,Delayed,2023-03-28,584,7078.08
O110180,Widget A,Plant C,Morning,2023-07-08,457,40.12,Customer4,Delayed,2023-07-12,377,15125.24
O110181,Device P,Plant B,Evening,2023-04-07,838,5.9,Customer4,Delayed,2023-04-16,907,5351.3
O110182,Widget C,Plant C,Evening,2023-10-31,667,42.11,Customer1,Delayed,2023-11-01,653,27497.829999999998
O110183,Device P,Plant A,Morning,2023-12-20,228,15.95,Customer1,Completed,2023-12-25,230,3668.5
O110184,Widget B,Plant B,Night,2023-06-15,443,13.48,Customer1,In Progress,2023-06-21,375,5055.0
O110185,Gadget X,Plant A,Night,2023-02-23,415,33.39,Customer3,Completed,2023-03-01,385,12855.15
O110186,Gadget Y,Plant A,Morning,2023-06-08,531,44.26,Customer4,Completed,2023-06-15,565,25006.899999999998
O110187,Widget C,Plant B,Morning,2023-02-18,127,37.24,Customer5,Completed,2023-02-23,111,4133.64
O110188,Widget B,Plant B,Night,2023-05-30,282,30.23,Customer1,In Progress,2023-06-05,241,7285.43
O110189,Widget A,Plant A,Morning,2023-08-12,709,15.78,Customer1,Delayed,2023-08-21,825,13018.5
O110190,Gadget Y,Plant B,Evening,2023-07-12,436,23.39,Customer4,Completed,2023-07-21,356,8326.84
O110191,Device P,Plant A,Night,2023-02-17,187,43.6,Customer3,Completed,2023-02-26,188,8196.800000000001
O110192,Widget A,Plant C,Night,2023-04-02,898,40.92,Customer5,Completed,2023-04-05,1029,42106.68
O110193,Widget B,Plant C,Evening,2023-04-15,542,14.98,Customer1,Completed,2023-04-18,529,7924.42
O110194,Widget B,Plant B,Morning,2023-10-08,640,44.46,Customer2,In Progress,2023-10-16,573,25475.58
O110195,Device P,Plant B,Night,2023-01-21,895,15.79,Customer5,In Progress,2023-01-23,806,12726.74
O110196,Widget C,Plant C,Night,2023-10-09,945,49.23,Customer5,Completed,2023-10-11,1048,51593.03999999999
O110197,Device P,Plant A,Night,2023-12-26,525,38.46,Customer5,Delayed,2023-12-29,549,21114.54
O110198,Gadget X,Plant A,Morning,2023-05-09,803,36.88,Customer5,In Progress,2023-05-18,768,28323.840000000004
O110199,Widget A,Plant A,Night,2023-03-14,991,31.26,Customer5,Delayed,2023-03-23,1105,34542.3
O110200,Widget C,Plant B,Morning,2023-06-23,765,43.51,Customer4,Completed,2023-07-01,741,32240.91
O110201,Gadget Y,Plant A,Evening,2023-08-29,588,44.76,Customer5,Delayed,2023-09-07,571,25557.96
O110202,Device Q,Plant B,Morning,2023-09-18,995,16.46,Customer5,Completed,2023-09-20,983,16180.18
O110203,Gadget X,Plant B,Morning,2023-06-17,335,40.64,Customer2,Completed,2023-06-24,347,14102.08
O110204,Widget C,Plant B,Evening,2023-05-25,110,12.44,Customer3,In Progress,2023-05-29,92,1144.48
O110205,Device Q,Plant C,Morning,2023-02-22,755,22.76,Customer3,Completed,2023-02-23,896,20392.960000000003
O110206,Device Q,Plant A,Evening,2023-08-09,519,46.17,Customer1,Delayed,2023-08-13,530,24470.100000000002
O110207,Widget A,Plant B,Night,2023-04-18,384,18.71,Customer1,Completed,2023-04-20,398,7446.58
O110208,Widget B,Plant A,Evening,2023-12-05,446,24.43,Customer4,In Progress,2023-12-10,432,10553.76
O110209,Gadget Y,Plant C,Evening,2023-12-26,896,23.94,Customer5,In Progress,2024-01-04,1052,25184.88
O110210,Device P,Plant A,Night,2023-10-12,707,30.68,Customer3,In Progress,2023-10-15,761,23347.48
O110211,Widget A,Plant C,Night,2023-03-17,510,42.54,Customer1,Delayed,2023-03-22,542,23056.68
O110212,Gadget X,Plant B,Morning,2023-05-16,366,29.62,Customer3,Completed,2023-05-23,328,9715.36
O110213,Device Q,Plant B,Morning,2023-04-17,784,47.27,Customer3,In Progress,2023-04-21,830,39234.100000000006
O110214,Gadget X,Plant C,Morning,2023-02-12,299,44.36,Customer3,Completed,2023-02-17,259,11489.24
O110215,Device Q,Plant B,Night,2023-08-11,788,32.61,Customer1,In Progress,2023-08-14,841,27425.01
O110216,Widget B,Plant A,Night,2023-05-23,920,24.44,Customer5,In Progress,2023-05-29,923,22558.120000000003
O110217,Widget B,Plant A,Night,2023-06-11,462,19.61,Customer1,Delayed,2023-06-19,458,8981.38
O110218,Gadget Y,Plant C,Morning,2023-03-31,423,32.55,Customer3,In Progress,2023-04-04,363,11815.65
O110219,Device P,Plant A,Night,2023-12-19,535,41.38,Customer5,Delayed,2023-12-26,502,20772.760000000002
O110220,Gadget Y,Plant B,Night,2023-08-16,220,27.75,Customer3,Completed,2023-08-21,209,5799.75
O110221,Widget B,Plant B,Evening,2023-10-04,303,44.65,Customer3,Delayed,2023-10-05,343,15314.949999999999
O110222,Widget B,Plant B,Evening,2023-05-27,771,17.94,Customer2,Delayed,2023-06-03,816,14639.04
O110223,Gadget X,Plant A,Night,2023-04-06,286,43.69,Customer1,In Progress,2023-04-10,249,10878.81
O110224,Widget B,Plant B,Morning,2023-01-01,815,34.87,Customer5,Delayed,2023-01-02,898,31313.26
O110225,Widget C,Plant A,Evening,2023-06-28,854,18.12,Customer4,Completed,2023-07-04,856,15510.720000000001
O110226,Device Q,Plant C,Night,2023-06-10,803,23.64,Customer3,Delayed,2023-06-17,792,18722.88
O110227,Widget A,Plant B,Evening,2023-01-26,923,6.73,Customer5,Completed,2023-01-27,855,5754.150000000001
O110228,Widget B,Plant C,Evening,2023-11-06,827,46.18,Customer3,In Progress,2023-11-08,829,38283.22
O110229,Gadget Y,Plant A,Morning,2023-02-14,183,39.58,Customer2,Completed,2023-02-18,178,7045.24
O110230,Device P,Plant A,Night,2023-06-04,405,32.44,Customer2,Delayed,2023-06-06,454,14727.759999999998
O110231,Device Q,Plant C,Night,2023-11-03,333,48.7,Customer5,Delayed,2023-11-06,308,14999.6
O110232,Device Q,Plant B,Morning,2023-01-28,106,46.49,Customer4,Delayed,2023-02-04,105,4881.45
O110233,Device P,Plant B,Morning,2023-07-31,963,46.25,Customer1,Delayed,2023-08-08,889,41116.25
O110234,Device P,Plant B,Morning,2023-01-08,726,18.67,Customer1,Completed,2023-01-15,666,12434.220000000001
O110235,Device Q,Plant C,Night,2023-12-12,617,15.2,Customer1,Completed,2023-12-21,530,8056.0
O110236,Widget C,Plant A,Evening,2023-01-05,310,38.47,Customer2,In Progress,2023-01-06,275,10579.25
O110237,Gadget Y,Plant C,Night,2023-01-11,663,19.69,Customer4,Completed,2023-01-13,718,14137.42
O110238,Widget C,Plant A,Night,2023-12-07,757,17.24,Customer4,In Progress,2023-12-08,713,12292.119999999999
O110239,Widget B,Plant B,Morning,2023-07-19,879,16.36,Customer2,Delayed,2023-07-21,937,15329.32
O110240,Widget A,Plant B,Morning,2023-06-03,846,8.11,Customer1,Delayed,2023-06-10,976,7915.36
O110241,Device P,Plant A,Morning,2023-05-02,722,37.61,Customer4,Completed,2023-05-03,813,30576.93
O110242,Gadget Y,Plant B,Night,2023-07-07,776,5.37,Customer4,Delayed,2023-07-11,731,3925.4700000000003
O110243,Device P,Plant C,Morning,2023-10-29,365,30.41,Customer2,Completed,2023-11-04,298,9062.18
O110244,Widget C,Plant A,Morning,2023-05-20,954,17.0,Customer1,In Progress,2023-05-24,932,15844.0
O110245,Gadget X,Plant B,Evening,2023-08-23,120,35.05,Customer1,In Progress,2023-08-25,107,3750.35
O110246,Widget B,Plant B,Evening,2023-01-13,985,47.53,Customer2,Completed,2023-01-20,930,44202.9
O110247,Widget A,Plant B,Morning,2023-07-21,752,36.1,Customer4,In Progress,2023-07-26,901,32526.100000000002
O110248,Widget B,Plant B,Evening,2023-12-15,353,22.03,Customer4,Delayed,2023-12-22,286,6300.58
O110249,Gadget X,Plant A,Night,2023-09-21,677,13.02,Customer5,Completed,2023-09-24,682,8879.64
O110250,Widget A,Plant A,Evening,2023-04-12,757,20.26,Customer4,Completed,2023-04-21,736,14911.36
O110251,Gadget X,Plant B,Morning,2023-07-12,902,25.65,Customer2,In Progress,2023-07-14,943,24187.949999999997
O110252,Widget B,Plant C,Night,2023-05-12,979,44.64,Customer4,Completed,2023-05-14,787,35131.68
O110253,Widget C,Plant C,Night,2023-12-19,197,48.97,Customer1,In Progress,2023-12-22,186,9108.42
O110254,Device Q,Plant C,Evening,2023-11-07,332,46.73,Customer1,Completed,2023-11-12,316,14766.679999999998
O110255,Widget B,Plant C,Morning,2023-12-28,557,27.53,Customer1,Completed,2024-01-03,607,16710.71
O110256,Widget B,Plant A,Morning,2023-08-01,200,26.23,Customer3,Completed,2023-08-07,203,5324.6900000000005
O110257,Widget B,Plant A,Evening,2023-11-23,892,17.23,Customer3,Delayed,2023-11-28,854,14714.42
O110258,Gadget Y,Plant C,Evening,2023-02-24,251,22.1,Customer2,In Progress,2023-02-28,213,4707.3
O110259,Gadget X,Plant A,Evening,2023-04-06,592,46.28,Customer4,Delayed,2023-04-08,727,33645.56
O110260,Gadget X,Plant C,Morning,2023-11-09,906,43.77,Customer1,Delayed,2023-11-18,865,37861.05
O110261,Device P,Plant B,Evening,2023-07-04,927,11.62,Customer1,Delayed,2023-07-09,838,9737.56
O110262,Gadget X,Plant B,Evening,2023-06-05,837,20.96,Customer3,In Progress,2023-06-14,802,16809.920000000002
O110263,Device P,Plant C,Evening,2023-06-03,637,31.13,Customer5,Completed,2023-06-06,637,19829.809999999998
O110264,Gadget Y,Plant A,Morning,2023-04-11,866,10.02,Customer3,In Progress,2023-04-20,877,8787.539999999999
O110265,Widget C,Plant C,Night,2023-12-20,909,20.83,Customer2,Completed,2023-12-23,823,17143.09
O110266,Device P,Plant A,Morning,2023-03-14,906,31.32,Customer3,Completed,2023-03-20,794,24868.08
O110267,Widget B,Plant B,Morning,2023-11-22,680,25.32,Customer2,Delayed,2023-11-24,599,15166.68
O110268,Widget C,Plant A,Night,2023-01-22,937,43.88,Customer1,Delayed,2023-01-23,798,35016.240000000005
O110269,Device Q,Plant C,Morning,2023-07-20,963,31.75,Customer5,Delayed,2023-07-29,946,30035.5
O110270,Gadget Y,Plant B,Night,2023-06-22,396,35.2,Customer2,Completed,2023-06-26,379,13340.800000000001
O110271,Gadget X,Plant B,Night,2023-05-23,771,28.74,Customer3,In Progress,2023-06-01,740,21267.6
O110272,Device P,Plant A,Night,2023-12-18,619,18.89,Customer1,Completed,2023-12-24,660,12467.4
O110273,Widget B,Plant B,Night,2023-05-26,117,31.71,Customer4,Completed,2023-05-29,113,3583.23
O110274,Widget A,Plant B,Morning,2023-09-24,797,49.91,Customer4,In Progress,2023-10-02,584,29147.44
O110275,Device Q,Plant A,Night,2023-12-19,985,14.03,Customer4,Delayed,2023-12-25,924,12963.72
O110276,Widget A,Plant B,Evening,2023-02-03,740,37.57,Customer2,Completed,2023-02-12,765,28741.05
O110277,Widget C,Plant C,Night,2023-10-31,763,37.04,Customer1,Completed,2023-11-03,768,28446.72
O110278,Gadget X,Plant A,Night,2023-03-24,274,40.11,Customer5,Delayed,2023-04-01,268,10749.48
O110279,Widget A,Plant A,Morning,2023-02-17,948,24.69,Customer5,Completed,2023-02-23,924,22813.56
O110280,Widget C,Plant A,Evening,2023-11-28,674,5.48,Customer1,Completed,2023-12-01,736,4033.28
O110281,Gadget Y,Plant A,Night,2023-10-23,503,45.69,Customer4,Completed,2023-10-30,508,23210.52
O110282,Widget C,Plant C,Evening,2023-07-06,125,16.61,Customer4,Completed,2023-07-14,120,1993.1999999999998
O110283,Device Q,Plant A,Night,2023-10-24,213,23.04,Customer4,In Progress,2023-10-31,226,5207.04
O110284,Widget C,Plant C,Morning,2023-11-16,321,42.37,Customer1,Delayed,2023-11-21,274,11609.38
O110285,Device Q,Plant A,Evening,2023-07-23,200,44.24,Customer5,Completed,2023-07-31,194,8582.56
O110286,Widget C,Plant A,Evening,2023-02-18,446,35.95,Customer2,Delayed,2023-02-24,446,16033.7
O110287,Widget B,Plant B,Morning,2023-04-28,522,24.79,Customer4,Completed,2023-05-07,523,12965.17
O110288,Widget C,Plant B,Morning,2023-07-02,122,34.01,Customer3,Completed,2023-07-11,120,4081.2
O110289,Device P,Plant C,Morning,2023-04-02,445,24.42,Customer4,In Progress,2023-04-03,420,10256.400000000001
O110290,Widget C,Plant B,Morning,2023-09-28,104,14.23,Customer4,In Progress,2023-09-30,97,1380.31
O110291,Widget B,Plant A,Evening,2023-05-12,113,20.21,Customer5,Completed,2023-05-15,87,1758.27
O110292,Widget B,Plant C,Morning,2023-05-16,198,32.19,Customer4,In Progress,2023-05-17,181,5826.389999999999
O110293,Gadget Y,Plant B,Evening,2023-11-12,355,8.86,Customer1,Delayed,2023-11-17,328,2906.08
O110294,Device Q,Plant A,Night,2023-05-07,728,5.96,Customer3,Completed,2023-05-14,815,4857.4
O110295,Gadget X,Plant B,Night,2023-12-12,835,5.21,Customer5,In Progress,2023-12-15,897,4673.37
O110296,Widget A,Plant B,Morning,2023-08-19,528,10.05,Customer4,Completed,2023-08-26,532,5346.6
O110297,Widget A,Plant B,Morning,2023-12-01,551,11.17,Customer1,Completed,2023-12-03,472,5272.24
O110298,Widget C,Plant B,Evening,2023-07-31,633,35.42,Customer2,In Progress,2023-08-01,629,22279.18
O110299,Gadget Y,Plant A,Evening,2023-08-12,212,23.21,Customer4,Delayed,2023-08-15,200,4642.0
O110300,Widget C,Plant B,Night,2023-01-10,644,7.01,Customer4,Completed,2023-01-13,593,4156.93
O110301,Widget A,Plant C,Evening,2023-03-21,880,13.49,Customer1,Delayed,2023-03-22,675,9105.75
